"X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM","clearcut","thinning","tending","years_since_treatment","treatment_cutting","pruning","weeding","cleaning"
11,"Plot_0011",2018,"Conifer Forest",80441,"群馬県",138.81,36.11,51,4,162.381958108613,0.252399221903951,0.454354838709677,936,8.1,1471,54,99.6666666666667,282.666666666667,452.666666666667,2.61121242489563,-1.49394336527492,-1.34397085116314,0.655562570475031,0.111263950929323,0.424420223904042,0.0477232346292636,0.268920683034303,1.88559063780053,0.146848072270114,0.404610777310105,1.24225969038921,3.88186046511628,2.79953488372093,0.396111078292081,0.0800406379494818,13.2878750296711,1.99950136386137,20.3607583370314,34.0697674418605,0.27906976744186,0,0,0,0,0,0,0,0
12,"Plot_0012",2018,"Conifer Forest",80441,"群馬県",138.81,36.14,54,4,85.005670517961,0.195434405633115,0.391505376,1469,6,1763,54.3333333333333,97.3333333333333,274.333333333333,509.333333333333,0.278744553678074,-1.52866077948286,0.481804275192883,0.0246871285986651,0.106226636779865,0.015568613212816,0.0852295910333198,0.0255967205684948,0.16545740347181,0.00572875595228102,0.0492780533981169,0.166751368693453,1.26166666666667,2.42777777777778,0.499150960164344,0.105487304545369,19.8483719979786,1.95305085755984,6.04934596088268,39.7222222222222,0.972222222222222,0,0,0,0,0,0,0,0
13,"Plot_0013",2018,"Conifer Forest",80441,"群馬県",138.81,36.18,51,4,122.217322810991,0.236320453147485,0.528387096774193,741,10.4,1185,54,106.666666666667,273.666666666667,370.666666666667,2.9854490105053,-1.82632802906768,-1.43925814812734,0.720300704433876,0.087583418127352,0.275648550583788,0.148161635112833,0.0691342736360511,2.37292161760242,0.168122753705784,0.234546484848526,1.53007408226922,3.77484375,2.84078125,0.38875,0.0837763891321779,12.3923664572727,2.37733019324707,20.2741809614398,36.953125,0.453125,0,0,0,0,0,0,0,0
14,"Plot_0014",2018,"Conifer Forest",80441,"群馬県",138.8,36.36,56,4,162.001738659368,0.250959314253878,0.59983871,334,12.6,1183,53.6666666666667,109,263.666666666667,398.333333333333,0,-1.96457189296925,-1.85228308501378,0,0,0,0,0,0,0,0,0,3.17,2.75,0.41,0.0775923918409506,11.96282374,4.254698741,16.9596241647564,40,1,0,0,0,0,0,0,0,0
15,"Plot_0015",2018,"Conifer Forest",80441,"群馬県",138.8,36.4,47,3,95.8039704311816,0.226565038063003,0.566344086,455,12.5,1203,56,115.666666666667,273,418.666666666667,0,-1.96457189296925,-1.85228308501378,0,0,0,0,0,0,0,0,0,3.17,2.75,0.41,0.0775923918409506,11.96282374,4.254698741,16.9596241647564,40,1,0,0,0,0,0,0,0,0
16,"Plot_0016",2018,"Conifer Forest",80441,"群馬県",138.8,36.43,56,4,134.53117385795,0.217549613305672,0.5225,505,11.6,1215,53.6666666666667,110,275,394.666666666667,0.160990855754741,-1.93345925191578,-1.83088718107553,0.00521026938674432,0.00805072442826851,0.033522300068463,0.000958445614184701,0.0396384447257538,0.106961199252037,0.00179460647690273,0.0642367441264316,0.0869479556503985,3.16757142857143,2.74642857142857,0.411265075333027,0.0775687505001365,12.0689281646337,4.21848068399725,16.9747667818561,39.6428571428571,0.985714285714286,0,0,0,0,0,0,0,0
17,"Plot_0017",2018,"Conifer Forest",80441,"群馬県",138.8,36.47,26,2,63.7366137260651,0.144532740390844,0.459946237,780,9.6,1331,55.3333333333333,116.333333333333,278.333333333333,415.666666666667,0,-1.60504872673302,-1.29963463589104,0,0,0,0,0,0,0,0,0,4.38,2.88,0.37,0.0819596630698646,12.7259259259259,1.0125,22.3807339117917,35,0,0,0,0,0,0,0,0,0
18,"Plot_0018",2018,"Conifer Forest",80441,"群馬県",138.85,36.18,52,4,136.046075250154,0.2506641483515,0.538387096774193,717,11.2,1125,55,105.666666666667,265.333333333333,436.333333333333,0.384021837644263,-1.95258778742804,-1.83386147004302,0.084859233553681,0.00957945458057359,0.0346482935794124,0.00578775278848931,0.00931902006030536,0.313000611650604,0.0210020132026265,0.0293978787129337,0.198958204475388,3.21033333333333,2.75433333333333,0.408666666666667,0.0777379675485811,11.9882604795309,4.14662544963333,17.1403278229909,39.8333333333333,0.966666666666667,0,0,0,0,0,0,0,0
19,"Plot_0019",2018,"Conifer Forest",80441,"群馬県",138.85,36.22,56,4,81.0975361105356,0.241033814887557,0.605833333333333,338,13,1163,56.6666666666667,117.666666666667,299.666666666667,382.666666666667,2.88479225486922,-0.728076467166009,-1.21774552833336,0.608257343929811,0.248684023388302,0.551659668559493,0.145517990917141,1.11211324349708,1.47785717420711,0.321963837615725,1.25524183826885,1.44157190237762,2.82429073625463,2.66509505480879,0.442647522278365,0.0721974458419718,16.6311619866161,3.46995517662522,12.6993728464956,29.3142857142857,0.628571428571429,0,0,0,0,0,0,0,0
20,"Plot_0020",2018,"Conifer Forest",80441,"群馬県",138.9,36.11,57,4,132.201818745562,0.251346182504758,0.500080645,359,11.4,1149,54,103.666666666667,281,386.333333333333,0.233591214346372,-1.95738142964453,-1.84123011603133,0.0516178234443769,0.00582695099314891,0.0210757206462356,0.00352055031686039,0.00566853496082001,0.190390716879885,0.0127750176860114,0.0178820200171087,0.12102147334296,3.1942,2.7526,0.4092,0.0776797372655289,11.9780857837185,4.18985476618,17.0680463596971,39.9,0.98,0,0,0,0,0,0,0,0
21,"Plot_0021",2018,"Conifer Forest",80441,"群馬県",138.9,36.14,59,4,105.169861289996,0.196975131031873,0.471989247,869,9.8,1297,54,103,253.666666666667,415.333333333333,0.446222635913902,-1.85431177102952,-1.78249411327476,0.0157137772021762,0.0242803741211119,0.101100713894081,0.0419104687275466,0.135628280020883,0.290701850638531,0.0335004184654418,0.116239888244244,0.262228438082504,3.16244444444444,2.76111111111111,0.413935789924973,0.0765259866354269,12.3373327339763,4.1531576583131,16.6680311937499,39.3333333333333,0.955555555555556,0,0,0,0,0,0,0,0
22,"Plot_0022",2018,"Conifer Forest",80441,"群馬県",138.9,36.22,50,3,81.5455221615801,0.174559403966495,0.604462366,241,13.5,1190,58,116.333333333333,282,426.333333333333,1.90686705588875,-1.892667259722,-1.74175339518923,0.421369987301036,0.0475669468828481,0.172046699152944,0.0287391862600848,0.0462737547822059,1.55420993371334,0.104285858661318,0.14597567360905,0.987930394636411,3.412,2.776,0.402,0.0784658460867334,12.1154441771852,3.6062589928,18.0438461141635,39,0.8,0,0,0,0,0,0,0,0
23,"Plot_0023",2018,"Conifer Forest",80441,"群馬県",138.89,36.43,47,3,110.903367631653,0.162116787233136,0.522930108,643,10.8,1263,54,104,271.666666666667,438,0,-1.60504872673302,-1.29963463589104,0,0,0,0,0,0,0,0,0,4.38,2.88,0.37,0.0819596630698646,12.7259259259259,1.0125,22.3807339117917,35,0,0,0,0,0,0,0,0,0
24,"Plot_0024",2018,"Conifer Forest",80441,"群馬県",138.89,36.5,23,2,82.8466862080156,0.125195172979341,0.420403226,799,9.2,1442,52.3333333333333,100.333333333333,273,447.666666666667,0,-1.60504872673302,-1.29963463589104,0,0,0,0,0,0,0,0,0,4.38,2.88,0.37,0.0819596630698646,12.7259259259259,1.0125,22.3807339117917,35,0,0,0,0,0,0,0,0,0
25,"Plot_0025",2018,"Conifer Forest",80441,"群馬県",138.94,36.11,64,4,166.921219684999,0.201577289140135,0.507043010752688,643,11.9,1157,55.3333333333333,108.333333333333,299,389.333333333333,2.8035271724339,-1.92976504586754,-1.8540854668424,0.434157765690415,0.437560699864117,0.268677579126082,0.199133811899398,0.107531846183276,2.17000197092212,0.162858527249624,0.468756388347072,1.54280638967693,3.55988372093023,2.41802325581395,0.39046511627907,0.0866310997598878,12.5173866454206,2.83904892088914,19.6071428784248,44.1860465116279,0.511627906976744,0,0,0,0,0,0,0,0
26,"Plot_0026",2018,"Conifer Forest",80441,"群馬県",138.94,36.14,29,2,38.29707761767,0.26281544736866,0.495430107526882,823,10.5,1223,55,102.666666666667,268.666666666667,445,3.08970795792218,-1.49208980494656,-1.45971694380384,0.661986721877969,0.0916331589205784,0.344415546796364,0.0514543554502071,0.437365074362269,2.25292664800079,0.174560369694235,0.539832183978106,1.53829992244424,3.51823529411765,2.76647058823529,0.406300620389635,0.0784149956505918,13.5759500435242,2.83432250063575,18.2670957832527,34.6470588235294,0.529411764705882,0,0,0,0,0,0,0,0
27,"Plot_0027",2018,"Conifer Forest",80441,"群馬県",138.94,36.22,81,5,5.96456657614471,0.273767216254191,0.602607527,255,13.2,1194,56.6666666666667,116,281,427,0,-1.96457189296925,-1.85228308501378,0,0,0,0,0,0,0,0,0,3.17,2.75,0.41,0.0775923918409506,11.96282374,4.254698741,16.9596241647564,40,1,0,0,0,0,0,0,0,0
28,"Plot_0028",2018,"Conifer Forest",80441,"群馬県",138.94,36.4,47,3,154.271170062064,0.255561926712196,0.595887096774193,287,13.1,1246,55,115.333333333333,248.666666666667,428.666666666667,2.22595841721166,-1.30865467935467,-1.43082299909637,0.0922001268298425,0.107174188767869,0.47437003284632,0.178057738853792,0.609876555584331,1.46714468599674,0.152861646596702,0.613840299121937,1.27825616200725,3.15243902439024,2.79585365853659,0.43278312210807,0.0719540546239421,14.1874997423023,3.56237577439667,16.1907034745006,35.2439024390244,0.707317073170732,0,0,0,0,0,0,0,0
29,"Plot_0029",2018,"Conifer Forest",80441,"群馬県",138.99,36.18,51,4,126.105752286109,0.201349370139723,0.569381720430107,532,11.9,1168,54,111,280,384,0.120330421935684,-1.94140290495071,-1.83634996505977,0.00389434487298236,0.00601740429790182,0.0250557865077626,0.000716377117300053,0.0296272155108649,0.079946691235383,0.00134135416301656,0.0480128792922481,0.0649880649482136,3.1681914893617,2.74734042553191,0.410942077375658,0.0775747865871529,12.0418376732378,4.22772784748732,16.9709005817456,39.7340425531915,0.98936170212766,0,0,0,0,0,0,0,0
30,"Plot_0030",2018,"Conifer Forest",80441,"群馬県",138.98,36.58,61,4,107.955558266956,0.257245333333876,0.533817204301075,730,9.8,1509,55,96,285.666666666667,433,2.75712322036104,-1.22824010188601,-0.70193128077888,1.11906224927851,0.258810436685497,0.642950542212302,0.560124034077557,0.764362270853027,1.07195542660239,0.343557038640637,0.716573293627761,1.09073261343592,3.369525,2.81149166666667,0.416483719855305,0.090102396226429,15.3190607122853,1.56424724397247,18.9638400647909,29.5,0.229166666666667,0,0,0,0,0,0,0,0
31,"Plot_0031",2018,"Conifer Forest",80441,"群馬県",139.03,36.18,51,4,88.5041506708752,0.253678817777771,0.579274194,541,11.7,1189,54,110.666666666667,283.333333333333,380.666666666667,0,-1.96457189296925,-1.85228308501378,0,0,0,0,0,0,0,0,0,3.17,2.75,0.41,0.0775923918409506,11.96282374,4.254698741,16.9596241647564,40,1,0,1,0,25,0,0,0,0
32,"Plot_0032",2018,"Conifer Forest",80441,"群馬県",139.03,36.58,47,3,50.319215053598,0.134233398173101,0.546559139784946,609,10.5,1508,48.6666666666667,103.666666666667,263,445.666666666667,1.8512634840124,-1.38342858158464,-1.5301490771862,0.282626900041398,0.102346508886188,0.360497218974075,0.063941883849394,0.693162921294697,1.02977464237334,0.154186002136943,0.825504671268056,0.935034175561774,3.01046511627907,2.70348837209302,0.426475399685934,0.0756961474503461,14.2098268527794,3.8324264936034,15.5265493867204,34.4418604651163,0.813953488372093,0,0,0,0,0,0,0,0
33,"Plot_0033",2018,"Conifer Forest",80441,"群馬県",139.11,36.72,45,3,139.314911447878,0.24152190421324,0.381478495,730,8.8,1756,51,95.3333333333333,289.333333333333,483,1.18867320769259,-1.80077473146325,-1.58118874492199,0.310984197190437,0.10154254933116,0.28397795128746,0.0884739948023844,0.360725738570701,0.878072196750294,0.114051397032526,0.223930138361813,0.356590260785923,3.00415384615385,2.69846153846154,0.422261499381647,0.0798781591089598,13.0675899952509,3.9145213150869,15.9684532178181,38.6923076923077,0.938461538461538,0,0,0,0,0,0,0,0
34,"Plot_0034",2018,"Conifer Forest",80440,"群馬県",139.16,36.47,40,3,118.84332288394,0.248202322891565,0.55510752688172,457,11.8,1423,54.6666666666667,106.333333333333,275,423,0.523447338521969,-1.81746793874606,-1.76841294990428,0.07236650735617,0.0115997899257748,0.106358435488108,0.02858659941297,0.202480866480659,0.294058307401447,0.053113720924974,0.214677969702763,0.275865573453466,3.13511574074074,2.7512037037037,0.414151028436495,0.0768631554802629,12.5233578801438,4.15172333163305,16.4961349560807,38.765625,0.953125,0,0,0,0,0,0,0,0
35,"Plot_0035",2018,"Conifer Forest",80441,"群馬県",139.2,36.58,55,4,55.7787520432968,0.165324717152775,0.342419355,1254,6.6,1952,53,94,268,441.666666666667,1.37864977649661,-1.05208385584571,0.371325214081928,0.251802591239128,0.088847347287827,1.18218192436938e-17,0.28224614982093,0.281770538053026,0.078474396369195,0.0105989040059905,0.859033799427746,0.931690186985641,1.39198518518518,2.34965925925926,0.498555273311897,0.0991965957551755,20.6913442952212,1.91035478724591,5.90762744048352,34.2222222222222,0.814814814814815,0,0,0,0,0,0,0,0
36,"Plot_0036",2018,"Conifer Forest",80441,"群馬県",139.2,36.61,55,4,154.431648960755,0.206584364356001,0.390618279569892,872,10,1681,52,97,284.666666666667,459,0.698315572224886,-1.94210169507949,-1.81774255694361,0.154310298083876,0.0174195362119805,0.06300538299058,0.0105246043432928,0.0169459551204366,0.569168676896976,0.0381906220683537,0.0534578882845643,0.361790916004545,3.245625,2.758125,0.4075,0.0778653462927577,12.0105176266204,4.0520613196875,17.2984435239461,39.6875,0.9375,0,0,0,0,0,0,0,0
37,"Plot_0037",2018,"Conifer Forest",80440,"群馬県",139.25,36.54,28,2,93.1025010531738,0.225120334527576,0.523870968,777,10.7,1613,51.6666666666667,96,281,428,1.85174339453498,-1.52764402930345,-1.59064025420119,0.215106034755078,0.0689903813234543,0.286080336263349,0.0349630945905832,0.539220456317226,1.18367739394169,0.105175371482283,0.67176533508913,0.947157518597728,3.13135135135135,2.72324324324324,0.41980476666377,0.0768824282865199,13.6555939232585,3.76743537850312,16.3889029051284,35.4594594594595,0.810810810810811,0,0,0,0,0,0,0,0
38,"Plot_0038",2018,"Conifer Forest",80440,"群馬県",139.34,36.47,67,4,140.606900256044,0.1972594278079,0.516774193548387,358,12.4,1473,54.6666666666667,108.333333333333,247.666666666667,403,0.940936152025582,-1.93350198971427,-1.804523342497,0.207923385747158,0.0234717254280172,0.0848957763309946,0.0141812399812566,0.0228336048022239,0.766918863038705,0.051459452433473,0.0720311299053956,0.487490421069255,3.27456790123457,2.76123456790123,0.406543209876543,0.0779698103422148,12.0287708424874,3.97450872634568,17.4281151305496,39.5679012345679,0.91358024691358,0,0,0,0,0,0,0,0
39,"Plot_0039",2018,"Conifer Forest",80440,"群馬県",139.38,36.47,65,4,76.3038423502628,0.141838801699669,0.525376344086022,422,12.2,1510,53.6666666666667,104.666666666667,252.666666666667,420.666666666667,0,-1.60504872673302,-1.29963463589104,0,0,0,0,0,0,0,0,0,4.38,2.88,0.37,0.0819596630698646,12.7259259259259,1.0125,22.3807339117917,35,0,0,0,0,26,0,0,0,0
40,"Plot_0040",2018,"Conifer Forest",80440,"群馬県",139.38,36.51,54,4,65.6395919534395,0.168473638639908,0.462177419354839,801,9.3,1808,52.3333333333333,96,302.333333333333,409,3.11827811233448,-1.68941817373151,-1.12038272932541,0.588441733353101,0.160711815827327,0.417531091971215,0.399424258257426,0.441886064694208,2.21771062300577,0.198285251768844,0.583583505645512,1.43498844285484,3.17566137566138,2.786470143613,0.418918315506267,0.0892636882645248,13.6400679312537,2.8038875958302,18.5334257147271,34.4285714285714,0.63265306122449,0,0,0,0,0,0,0,0
41,"Plot_0041",2018,"Conifer Forest",80440,"群馬県",139.43,36.47,70,4,151.548975199733,0.244134240357806,0.516129032,295,12.3,1515,55,106,238,437.333333333333,0,-1.96457189296925,-1.85228308501378,0,0,0,0,0,0,0,0,0,3.17,2.75,0.41,0.0775923918409506,11.96282374,4.254698741,16.9596241647564,40,1,0,0,0,0,0,0,0,0
42,"Plot_0042",2018,"Conifer Forest",80441,"群馬県",139.43,36.54,60,4,144.507485571838,0.234577461857593,0.459354838709677,804,9.7,1829,51.6666666666667,97,292,417,0.502593906653204,-1.94871057681177,-1.82790153578778,0.111060698966942,0.0125372440556815,0.0453464348167497,0.00757480174188546,0.0121963967648818,0.409643892022738,0.0274866760907182,0.0384748815335272,0.260389309788739,3.22338235294118,2.75573529411765,0.408235294117647,0.077785065571638,11.9964900129085,4.11166056125,17.1987907712433,39.7794117647059,0.955882352941177,0,0,0,0,0,0,0,0
43,"Plot_0043",2018,"Conifer Forest",80441,"群馬県",139.43,36.58,67,4,166.450064888166,0.238804232873424,0.408091397849462,656,9.6,1857,54,97.3333333333333,283,426,0.877158845708827,-1.93581003967035,-1.80807120908396,0.193830194158477,0.0218807955661101,0.0791414816103543,0.013220025679639,0.0212859271998147,0.714936569508138,0.0479714949842062,0.0671488098601632,0.454447981532749,3.2668,2.7604,0.4068,0.0779417735392637,12.0238719148741,3.99532284172,17.3933129445192,39.6,0.92,0,0,0,0,0,0,0,0
44,"Plot_0044",2018,"Conifer Forest",80440,"埼玉県",138.94,35.96,29,2,110.789293201102,0.263783579306283,0.488682795698925,619,11.1,1269,55.3333333333333,103,271,372.333333333333,1.27236896346285,-1.54408140346285,-1.30889488822208,0.365599398698841,0.0296828437409325,0.19578774336118,0.0356502444506352,0.140845178246892,0.94997662484812,0.117764517559514,0.140587028375278,0.564065400557273,4.18567482736974,2.86498430634024,0.378425602485149,0.0809568960826515,13.0302682832491,1.37931297542274,21.2476056971822,34.728813559322,0.101694915254237,0,0,0,0,0,0,0,0
45,"Plot_0045",2018,"Conifer Forest",80441,"埼玉県",138.94,36.04,19,2,5.01540501397003,0.107468616760393,0.530994623655914,697,11.8,1192,55,105.666666666667,276.666666666667,391.333333333333,1.63834767599553,-0.933208262686018,-1.00659335821926,0.909292442752467,0.447210611719085,0.767969112222792,0.0087710298395787,0.815626197026861,0.352011393198861,0.487089623489641,0.202743991123681,6.8463753185218e-16,3.75333333333333,2.58666666666667,0.412851757770632,0.0816397753799097,15.9540510873047,1.18873733387732,16.3038226078611,33.3333333333333,0,0,0,0,0,0,0,0,0
46,"Plot_0046",2018,"Conifer Forest",80441,"埼玉県",138.94,36.07,65,4,120.867312123355,0.292231939403444,0.530940860215054,581,11.7,1175,54.6666666666667,108,285,387.666666666667,2.45126175380436,-1.70912122222245,-1.45961181853183,0.541667616985837,0.0611469149247139,0.221164602010147,0.0369439851075363,0.0594845272260872,1.99792395391648,0.134058604667639,0.187650515330194,1.26997631235723,4.02973684210526,2.84236842105263,0.381578947368421,0.0806954529772842,12.5050279247368,1.9510312145,20.8114653008078,36.4473684210526,0.289473684210526,0,0,0,0,0,0,0,0
47,"Plot_0047",2018,"Conifer Forest",80441,"埼玉県",138.99,36.04,54,4,107.130596459019,0.25694799500837,0.56989247311828,318,12.8,1239,55.6666666666667,110.333333333333,298.666666666667,414,0.698315572224886,-1.94210169507949,-1.81774255694361,0.154310298083876,0.0174195362119805,0.06300538299058,0.0105246043432928,0.0169459551204366,0.569168676896977,0.0381906220683537,0.0534578882845643,0.361790916004545,3.245625,2.758125,0.4075,0.0778653462927577,12.0105176266204,4.0520613196875,17.2984435239461,39.6875,0.9375,0,0,0,0,0,0,0,0
48,"Plot_0048",2018,"Conifer Forest",80441,"埼玉県",139.03,36.11,55,4,107.371061456888,0.288558692501642,0.525430107526882,498,11.7,1207,55,109,299,386,3.17115503386411,-1.46230858820819,-0.883352338091781,0.773265897351956,0.180626679518342,0.522431115399332,0.531799111595521,0.613101857947545,1.9562306621786,0.309642055459265,0.49163664006739,1.52880424391063,3.24754538852578,2.8777269426289,0.420640456465544,0.0891468533596147,14.4515237006726,2.29589352609805,17.9855941192799,33.4117647058824,0.450980392156863,0,0,0,0,0,0,0,0
49,"Plot_0049",2018,"Conifer Forest",80441,"埼玉県",139.08,35.89,36,3,20.8521426221014,0.217684889763545,0.368924731,768,10.4,1466,54,101.666666666667,281.666666666667,422.333333333333,2.49021034610142,-0.854971600599193,-1.164808482709,0.470834232732226,0.374767055994182,1.04237477165368,0.279180657125643,1.2353129159816,0.864278253930971,0.287318847252152,0.651677114326119,1.26011529928114,2.86714285714286,2.96285714285714,0.464285714285714,0.0680892099668359,16.5260600273333,3.8508380755,13.6140172605403,35,0.714285714285714,0,0,0,0,0,0,0,0
50,"Plot_0050",2018,"Conifer Forest",80440,"埼玉県",139.08,35.93,43,3,156.664039882274,0.306938458259297,0.470510753,686,11.4,1349,54,103,276.666666666667,404,2.62084094854267,-1.69758352017736,-1.52565013096243,0.535766570218959,0.161700264559261,0.23329077416639,0.13746239075764,0.236707080525148,2.01618403319873,0.157057741648519,0.275870311953797,1.31154857680282,3.2834693877551,2.72489795918367,0.408657573331583,0.0780699050551179,12.8381347764216,3.25547614530929,17.5279595534409,37.7551020408163,0.693877551020408,0,0,0,0,0,0,0,0
