"","X.1","X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM"
"11",12,12,460024,2018,"Broadleaf Forest",40170,"鹿児島県",129.21,28.24,38,3,72.7032620466996,0.108198774268465,0.574811827956989,264,20.4,2821,48,112.333333333333,364.666666666667,288,2.04598185483211,0.746634336887873,-0.070711895527805,1.16986760420613,1.25777984545993,1.38777878078145e-17,0.327412831246901,0.154903725596208,0.103066476322105,0.941025862780096,0.456173980028283,4.71844785465692e-16,2.425,3.85,0.52,0.0588843825583987,22.312025645,3.46591288875,24.1474386415525,25,0
"12",13,13,460027,2018,"Broadleaf Forest",40170,"鹿児島県",129.25,28.24,68,4,28.33509645063,0.168931379211988,0.624247311827957,209,20.9,2797,48.6666666666667,112,349.666666666667,279.333333333333,2.3278056162738,-0.146194934274825,-0.206077090252537,0.706776887325746,0.472358917306097,0.0922373610231291,0.772601853762229,0.947190714523028,0.717602731778593,0.680215112288774,0.350341616661722,0.98793039463641,2.64226617250236,3.20209836710078,0.502844218649518,0.0895794245840227,19.5992533471279,2.8792467466987,20.2230904364487,24.8,0.2
"13",14,14,460032,2018,"Broadleaf Forest",40170,"鹿児島県",129.29,28.2,44,3,64.8128664041597,0.167542817955428,0.63994623655914,162,21.4,2756,48,114,336.666666666667,289.666666666667,2.36998695966287,-0.973730253777819,0.191565724099873,0.847089312829954,0.577579104486743,0.993643916458179,0.616335750916331,0.701743052921325,0.68217056419891,0.383023697706256,3.46944695195361e-17,1.15773093121454,2.62979198792539,2.69881822425054,0.547838954983923,0.131430462265772,10.7379625472597,2.96597887728332,19.1377058385279,20,0.25
"14",15,15,460033,2018,"Broadleaf Forest",40170,"鹿児島県",129.29,28.24,117,5,107.643121149152,0.270518425871736,0.624247311827957,199,20.8,2821,49,112.666666666667,336.666666666667,287.666666666667,0.992647758552269,-1.93636801808268,1.11704793112647,0.182964716488054,0.128705643691446,0.128323665397017,0.514424070059489,0.270235514860348,0.533205608886899,0.13452847853663,0.403072477665616,1.66533453693773e-16,3.42966526285311,2.90807983473163,0.485267352290997,0.229698415722249,11.0265920780245,0.737192196780666,7.19727630990053,16.4375,0
"15",16,16,420051,2018,"Broadleaf Forest",80440,"長崎県",129.32,34.27,58,4,79.7834043123504,0.198734363864337,0.571827956989247,40,14.9,2084,53,112.666666666667,337.333333333333,312,0.949614462207627,0.480546483239096,-0.553021425021781,0.18364200763701,0.0820823860186504,0.108090657448979,0.557919775871677,0.333646482145332,0.630685629105536,1.5183819339501e-05,0.171065242510606,8.46545056276682e-16,3.8575,2.70785714285714,0.514638818327974,0.0571747113247682,21.7303402415942,1.30668754770109,6.00050515398087,23.75,0
"16",17,17,420055,2018,"Broadleaf Forest",80440,"長崎県",129.32,34.48,63,4,46.4348284847606,0.177684593725638,0.505860215053763,130,14.4,1919,52.6666666666667,110.333333333333,319,325,2.72355535934244,0.174889850843736,-0.307826266889681,0.734229147933109,0.847892547662185,0.874582440459217,0.196760938613597,0.610580499106975,1.44947331119153,0.235295030996575,0.964374413977147,0.510294625328725,3.30832675577334,2.37514098021728,0.55571208272435,0.0656033048900133,16.6850087893687,1.86087620881296,8.44699254966386,22.6363636363636,0.0909090909090909
"17",18,18,460038,2018,"Broadleaf Forest",40170,"鹿児島県",129.33,28.2,45,3,43.9274438910414,0.261463747618396,0.603602150537634,414,19.9,2892,49.3333333333333,111.333333333333,333.333333333333,306,1.61345043642748,0.788984237326037,-0.351647099874701,1.23816420059069,0.626302356363098,0.128107445865457,0.175715038133995,0.131925775879129,0.415809373706104,0.126929187883513,0.27370438801697,3.05311331771918e-16,2.79336262815198,2.60726083559095,0.505703515541265,0.0509494422939336,22.4834497691917,1.78016264095871,7.18353070232802,24.5,0
"18",19,19,460039,2018,"Broadleaf Forest",40170,"鹿児島県",129.33,28.24,46,3,35.4803171134235,0.26647995915476,0.608279569892473,167,20.6,2856,49,111.333333333333,323.333333333333,278.666666666667,1.67973378279201,-0.157879201203785,-0.789395005803086,0.0715842148835342,0.0174237804100405,1.56125112837913e-17,0.509071409197955,0.972258443106961,1.15433435267056,0.332555271275483,0.410556582025456,9.99200722162641e-16,3.45204147026019,2.61127617358511,0.498555273311897,0.0849559494010165,11.97852824575,2.90764509241667,17.3120473755622,17,0
"19",20,20,460041,2018,"Broadleaf Forest",40170,"鹿児島県",129.33,28.31,40,3,67.5436477087791,0.227186955606941,0.525833333333333,305,20.1,2924,48.3333333333333,108.333333333333,319,311.333333333333,3.46298182197985,-0.973856237574197,0.149899391293603,0.58494990046008,0.300057769326504,0.36273784181807,1.81828601103366,0.91569278725396,1.81344938063115,0.597170486661033,0.739865609028121,0.803789522263353,3.08307692307692,2.88214285714286,0.484722167944596,0.139004270916027,14.8872037864373,1.85920050663411,14.5003178891617,19.9615384615385,0.153846153846154
"20",21,21,420075,2018,"Broadleaf Forest",80440,"長崎県",129.41,34.59,37,3,5.79839059199666,0.0930622201338492,0.510860215053763,238,13.6,1862,53,111.666666666667,302.333333333333,323,3.09026694362343,-1.1401016895792,-0.265808805667253,0.707361807194406,0.424500697842725,0.460920802196227,0.772228542956787,0.659030092276309,0.829764296832187,1.98386754978371,0.798304465049494,1.15773093121456,3.2,3.2475,0.521416454983923,0.0884812660741914,16.9114874953586,2.29406557117738,32.3993643818603,32.5,0.25
"21",22,22,460053,2018,"Broadleaf Forest",40170,"鹿児島県",129.42,28.35,49,3,75.2083110501516,0.322546740826753,0.594811827956989,175,19.9,2984,49.3333333333333,110.333333333333,310.666666666667,304.666666666667,3.86696402884653,-1.26977127096665,-0.39243082667136,0.60318134706267,0.281618527107402,0.621358739916003,1.55237085049149,0.86792194003195,2.41125753674495,0.446510895373737,0.974553502787696,1.49261177908652,3.00405856414998,2.93396027909016,0.454290909090909,0.124875116157141,14.3578441331818,2.64706130628976,13.6850722832592,27.5,0.409090909090909
"22",23,23,460056,2018,"Broadleaf Forest",40170,"鹿児島県",129.46,28.35,36,3,156.495110419016,0.44665158660106,0.617715053763441,199,20.2,2983,48.3333333333333,108.333333333333,353.666666666667,301.666666666667,2.74234089097594,-1.11676126866087,0.493113556469857,0.398666591970866,0.301665565640273,0.210348711369323,1.80217998983376,1.12457730463117,1.0542344426269,0.456673443459064,0.478077229730965,5.88900908714213e-16,3.45335583285152,2.86019862274085,0.492855035649378,0.171513071491786,15.114598542863,1.11889114038977,10.6807916622868,18.304347826087,0
"23",24,24,460057,2018,"Broadleaf Forest",40170,"鹿児島県",129.46,28.38,59,4,81.574694169542,0.2793083952839,0.663064516129032,113,21.1,2951,48.3333333333333,113.333333333333,337,298,0.868930030071048,-1.90383414993285,1.18709503989189,0.250361648281461,0.163695992182505,0.411526259230112,0.443183181756163,0.114553398474452,0.430739220528106,0.00337047740666187,0.111749128835331,1.70803542250024e-17,3.39538461538462,2.77388278388278,0.497305202819688,0.231318957366926,10.3502735123459,0.693389167367689,6.03036940527732,14.6923076923077,0
"24",25,25,460058,2018,"Broadleaf Forest",40170,"鹿児島県",129.5,28.31,59,4,145.772142397167,0.382726423344081,0.669569892473118,380,19.8,2996,49,110.666666666667,313,304.333333333333,2.5051825074158,-1.45507361136876,0.299352913363997,0.299904144089885,0.247620805434375,0.140993509727354,1.48811823163986,0.707635819295101,1.51526982292946,0.508985507870089,0.418935287781077,4.1236855200363e-16,3.6604555181448,2.68969478136315,0.488158649517685,0.187216817828205,12.3103862530492,1.32754198261686,11.8927782868381,17.5714285714286,0
"25",26,26,460061,2018,"Broadleaf Forest",40170,"鹿児島県",129.54,28.35,62,4,35.1856808267319,0.18452464189287,0.643763440860215,205,20.6,2981,48,109.666666666667,318,293.666666666667,1.23085642489047,-1.76471234792957,0.935517621536504,0.0168472911165599,0.0700934214798682,0.061078575099348,0.881566851845568,0.304905147998905,0.679843203902793,0.119465545830453,0.0782012537191346,3.80647894157197e-16,3.51655633050097,2.81566983966117,0.482650753330271,0.21849322298587,10.9768275880306,0.805543899655442,7.08915639301777,14,0
"26",27,27,460063,2018,"Broadleaf Forest",40170,"鹿児島県",129.54,28.42,33,3,73.9399555955313,0.22169725370307,0.631155913978495,121,20.6,3004,50.6666666666667,116.666666666667,306.333333333333,257.666666666667,2.6394771625578,0.235774216620302,-0.846702111344135,0.786010055715419,0.810386932132012,0.128107445865457,0.502223670748762,1.16387321935251,1.38473045617319,0.621059681317228,0.304115986685522,3.79326200080262e-16,3.44439620900453,2.82381163270449,0.505703515541265,0.0681527294056606,17.7709060993664,2.75035889943638,16.9359251369577,23.3333333333333,0
"27",28,28,460065,2018,"Broadleaf Forest",40170,"鹿児島県",129.58,28.38,74,5,29.9061786138273,0.1596020952159,0.67508064516129,10,21.6,2932,50.3333333333333,113.333333333333,328.333333333333,267.333333333333,1.31437207180893,-2.1435436403238,1.20709945213514,0.457653353377985,0.24016114530204,0.061078575099348,0.36197619028971,0.366829510195797,0.703647272484669,0.326185145573263,0.134059292089945,0.756069179568681,3.27468438538206,2.97394874228761,0.482650753330271,0.233232080039025,11.3690168415362,0.814813220555433,9.16514586935807,14.8571428571429,0.142857142857143
"28",29,29,420150,2018,"Broadleaf Forest",80440,"長崎県",129.8,32.82,43,3,39.9801771381354,0.221756561261455,0.527365591397849,57,16.2,2025,52.3333333333333,115.333333333333,319.666666666667,225.666666666667,2.30979781647963,-0.143074933124783,0.422606157148791,0.758060787240164,0.889831993413606,1.14503010871635,0.81960623637381,0.685815950908397,0.556389962353992,0.522020722348213,0.566110645575265,6.2815250077476e-16,2.78030214424951,2.88366471734893,0.560808344897614,0.0880736836162627,13.4217380250977,2.07902389399755,13.36937678309,22.6315789473684,0
"29",30,30,420161,2018,"Broadleaf Forest",80440,"長崎県",129.84,32.75,65,4,89.2593593978776,0.267172359478384,0.578279569892473,126,16.5,2016,51.6666666666667,112.666666666667,321,248.666666666667,0.838527473387601,-0.302280270761038,0.0330875339776659,0.0742541646820464,0.252100060633762,0.0518835155755101,0.138491245569762,0.319434474663684,0.578705185601217,0.173053065859734,0.257484868727076,1.62832710278356e-16,3.37093962090045,3.36771449660378,0.500699745980707,0.0655614250642432,14.6258722903363,1.76325125079986,25.4076859556758,15.6666666666667,0
"30",31,31,420167,2018,"Broadleaf Forest",80440,"長崎県",129.88,32.68,56,4,55.5754892836657,0.158334239828712,0.532741935483871,519,14.2,2508,50,101,373.666666666667,297.666666666667,0.895258765985987,0.282132067252721,0.531001877193377,0.379616861486225,0.471255546742039,0.356826284174885,0.0945741875939991,0.35793139467206,0.0220930802889359,0.2836749242554,0.223432153483241,1.90323947078598e-16,2.5154555181448,3.73544308068288,0.573603134282652,0.0853630274588861,15.1690165774048,3.41098313660317,13.3133495741678,28.5714285714286,0
"31",32,32,420175,2018,"Broadleaf Forest",80440,"長崎県",129.88,33.15,54,4,127.611493849565,0.293276736530001,0.553709677419355,96,16,1921,51,107.333333333333,340,332.333333333333,0.744439140335686,-0.597277320014306,-1.16869871629712,0.147606810067168,0.0391499268776648,0.135532861697331,0.0246596337523934,0.23920910334594,0.538093930474368,0.0376417801269326,0.107236491172856,0.351536297448677,3.99539965536405,2.51883136054889,0.49318828705057,0.081673418202781,17.7707537648162,2.00131070519565,21.7502769920313,30.3030303030303,0.0606060606060606
"32",33,33,410026,2018,"Broadleaf Forest",80440,"佐賀県",129.92,33.36,63,4,95.8179113917758,0.250336267790337,0.557016129032258,72,16.1,1874,50,106.666666666667,350,343.333333333333,2.16335167299509,-0.268864426453015,-0.336840831511774,0.471110576855622,0.44372383706332,0.51480497796258,0.145737018808638,0.855116711508878,1.12649074830749,0.413521402894615,0.831250363607094,0.384195153469716,3.25665432098765,3.17660493827161,0.479085006430868,0.0675943266419666,16.9620627185192,2.00045972727972,23.0992622372149,20.3333333333333,0.0666666666666667
"33",34,34,410029,2018,"Broadleaf Forest",80440,"佐賀県",129.92,33.47,56,4,42.4643401443088,0.60072652554535,0.626801075268817,134,15.6,1885,53,106.666666666667,346.666666666667,307.333333333333,1.74830396739056,-0.445940861841975,-0.699320334497967,0.563277648313576,0.243323228285339,0.875525321712179,0.298144253498007,0.771224836541219,0.493363260037804,0.430864002369775,0.598500261797107,3.10862446895044e-16,3.812,2.984,0.451422109324759,0.063836995175453,16.5593881681134,1.4241771372651,17.1587989769198,26.8,0
"34",35,35,410020,2018,"Broadleaf Forest",80440,"佐賀県",129.93,33.11,75,5,128.848728916717,0.201852759501827,0.49994623655914,393,14.5,2204,49.6666666666667,103.333333333333,347.666666666667,315,0.947571335625788,0.211451130386311,0.631704165224155,0.356790027337749,0.423669095559034,0.349171024031101,0.138352475148617,0.361043996818278,0.245784618996321,0.341584491130714,0.323976622550699,1.55431223447522e-16,2.49784473945831,3.76640870555258,0.574323761139182,0.0872033912156046,14.717661814432,3.31397370835426,13.8276517770334,27.8571428571429,0
"35",36,36,420190,2018,"Broadleaf Forest",80440,"長崎県",129.97,33,61,4,156.037309887397,0.341122043089224,0.493306451612903,223,15.5,2005,55,117.666666666667,346.666666666667,226.333333333333,1.14498612590454,-0.452345631160827,-0.644494145365176,0.391384595857729,0.519412745943691,0.111000749597617,0.179393579106088,0.405098658325194,0.270734056742947,0.0869707862502446,0.686397060479602,4.1364761078776e-16,3.80677419354839,2.80354838709677,0.498003320195,0.0745589007260554,16.7210783614165,1.65631482342471,22.3906465964261,24.4193548387097,0
"36",37,37,420204,2018,"Broadleaf Forest",80440,"長崎県",130.05,32.97,74,5,101.913303630609,0.181060281798474,0.342768817204301,465,13.9,2402,52,101.333333333333,320.333333333333,388.666666666667,2.35030708432782,0.665919572659189,0.205293345482595,0.531172724446928,0.970096992982688,0.584786933366966,0.38099107153932,0.848012014510452,1.11911718636221,0.264194141216155,0.777185299307445,5.96230883594991e-16,2.20893303958674,2.94877569890004,0.536604781469572,0.0699698872921313,18.7024344619802,2.62907841667803,9.77559151244388,23.3333333333333,0
"37",38,38,410065,2018,"Broadleaf Forest",80440,"佐賀県",130.05,33.36,75,5,183.831111117606,0.355938903802446,0.404220430107527,294,13.6,2229,50,100,312.666666666667,313.666666666667,1.64359718525829,-0.310960764991949,-0.181627974426315,0.627452927943419,0.69610143739525,0.561911564257863,0.272982179542107,0.698107181217106,0.44426540380303,0.321364527173773,0.420506055663932,0.220217680560242,2.98337103823027,3.10714660628947,0.527292013814457,0.0966585865850908,11.6664156605004,3.25419759093033,17.1757679806715,23.8888888888889,0.037037037037037
"38",39,39,430011,2018,"Broadleaf Forest",80440,"熊本県",130.06,32.24,60,4,77.4174422411728,0.341047919546361,0.51010752688172,155,16.5,2247,52,118.333333333333,346.333333333333,221.333333333333,2.40579279002554,-0.859664245686007,-0.869977225407761,0.662620466475655,0.246511571571392,1.01771510228841,0.337698606343185,0.635892583840958,1.43294433239704,0.222469119723024,0.570993281123837,7.58652400160524e-16,3.71424436962293,2.65263219311179,0.469377749196141,0.0923358327352994,12.7358268534128,2.12709046473764,20.681870907432,27.8571428571429,0
"39",40,40,430013,2018,"Broadleaf Forest",80440,"熊本県",130.06,32.31,49,3,19.1724070097444,0.116470951267023,0.511747311827957,179,16.6,2197,50.3333333333333,113,357.333333333333,239.333333333333,0.803039110162663,-0.333356059513721,-0.812805084118268,0.401985830776099,0.350031496881241,1.28865172501134e-17,0.194706279076499,0.21969590908449,0.107477322594048,0.178417463047207,0.391006268595671,3.01346249541114e-16,3.81142857142857,2.71428571428571,0.498555273311897,0.0746582432872396,18.109449900817,1.78961059712224,20.7864527033754,27,0
"40",41,41,430015,2018,"Broadleaf Forest",80440,"熊本県",130.06,32.39,44,3,77.1051781043617,0.230695950237157,0.446263440860215,305,15.4,2388,50,106,346.666666666667,263.666666666667,2.11556283379643,-0.247244891871577,-0.473081932110887,0.660786313377859,0.535756667075514,0.477477997952425,0.235189879014614,0.866143136873147,1.20252377106763,0.331916063911558,0.519259197101065,6.29126380620922e-16,3.26580129499707,2.96265822225829,0.506265796550716,0.0869434068586804,14.0531041206548,2.7522799490876,17.3458543973523,25.1818181818182,0
"41",42,42,420209,2018,"Broadleaf Forest",80440,"長崎県",130.1,32.97,64,4,122.189416442849,0.255264099174745,0.364677419354839,726,12.1,2796,48,90.3333333333333,326.666666666667,483.666666666667,1.99360304081903,-0.123086989268152,-0.347238199789722,0.598736958200336,0.588265191265504,0.3491632888465,0.391528675108339,1.06626102403931,1.0030902618755,0.43451752077793,0.352342663864054,7.61499125864691e-16,3.14459919422289,2.98197871531846,0.518817482892242,0.0873316637385278,13.2804543187039,2.95015343498973,17.4773544425683,21.6410256410256,0
"42",43,43,430029,2018,"Broadleaf Forest",80440,"熊本県",130.15,32.39,46,3,36.3841330071107,0.194253615843643,0.48744623655914,153,16.3,2182,53,112.333333333333,340.666666666667,239.333333333333,1.34654583091773,-0.0237367786553513,0.282620295051642,0.495147302681634,0.22826124384465,0.07504519018154,0.145250805988821,0.603049879673593,0.611289195811899,0.436592754447213,0.511778619013979,3.33066907387547e-16,3.05125356125356,3.55475783475784,0.501854462033144,0.0592111535002435,16.3500559899382,1.76389072140621,21.4292091751302,17.8461538461538,0
"43",44,44,460097,2018,"Broadleaf Forest",80440,"鹿児島県",130.19,31.81,47,3,115.097958259284,0.2118127141766,0.453924731182796,52,16.9,2372,51,110,311,241.333333333333,1.32918517024914,-0.449185270683144,-0.66837595172796,0.183795086481243,0.226958565599766,0.142655129320905,0.267647203858949,0.668836214722918,0.850860225633571,0.198506132384907,0.204192162488851,4.15011940157499e-16,3.33143984821958,2.7235822464479,0.504270134742,0.0948073125202821,10.8848751808554,3.0557013019883,21.7021787623576,19.5,0
"44",45,45,460096,2018,"Broadleaf Forest",80440,"鹿児島県",130.2,31.77,39,3,108.320971984569,0.260101530062801,0.445806451612903,166,16.2,2493,53.3333333333333,110.333333333333,332.333333333333,242.666666666667,1.97465846853,-0.546159943638828,-0.456366306147817,0.481112140661655,0.303813913870264,0.743919214937748,0.396682134003606,0.837881849879907,0.86941031481441,0.605784001511696,0.306300562771354,6.37171475002264e-16,3.17103033230966,2.60722814853716,0.536569091290368,0.103956632521438,11.6287822999864,2.94283275810637,25.315377600795,20.3478260869565,0
"45",46,46,420224,2018,"Broadleaf Forest",80440,"長崎県",130.22,32.78,50,3,149.680996192344,0.278514197681126,0.426505376344086,283,15.3,2167,50.3333333333333,107.333333333333,371.666666666667,273.333333333333,2.60976580892235,-0.133414734342946,-0.373219840007866,0.793232625264457,0.669765442497536,0.49896843291004,0.56229382541806,0.98634902222631,1.38485941170331,0.528189793916462,0.553567124764321,6.70297151117438e-16,3.1854970121505,3.08046703001949,0.493741518488746,0.0789692852490158,16.1526967183266,2.41533521923301,16.6078043677102,25.925,0
"46",47,47,460102,2018,"Broadleaf Forest",80440,"鹿児島県",130.24,31.31,39,3,4.88583362639911,0.178780437098199,0.436774193548387,187,17.5,2361,51.6666666666667,111,303.666666666667,253,1.60613262004886,-0.192783278624773,-0.015837667663429,0.126629310044255,0.700578343760516,0,0.161392641181437,0.812598099541614,1.15082457567732,0.144746016700573,0.202743991123681,0,3.58272954233786,3.54047829937116,0.498555273311897,0.0896870557157259,14.9903184797891,2.26901862907207,17.3883085877097,16.6666666666667,0
"47",48,48,460109,2018,"Broadleaf Forest",80440,"鹿児島県",130.24,31.88,38,3,83.9129561760807,0.128913844501178,0.481747311827957,167,16.2,2415,52.6666666666667,110.333333333333,320.666666666667,222.333333333333,0.387346280458744,-0.461333191026166,-1.04041293913507,0.169969431687715,0.111140078529538,2.41352831440251e-18,0.0456559968268628,0.147251491786584,0.121164388351675,0.0455097668640355,0.217307831695893,1.97909321781006e-16,3.98446947900915,2.55322765076414,0.498555273311897,0.0805675790472241,18.1779648795516,1.83397264798579,21.814321143543,28.695652173913,0
"48",49,49,460111,2018,"Broadleaf Forest",80440,"鹿児島県",130.24,31.95,61,4,17.9153386610366,0.170512140673614,0.442150537634409,257,16.1,2383,52.6666666666667,112,302.666666666667,234,0,-0.506414643287055,-1.13321413213159,0,0,0,0,0,0,0,0,0,4.07,2.5,0.498555273311897,0.0812859559702976,18.4650396365978,1.80374993364855,22.0946630802507,30,0
"49",50,50,460123,2018,"Broadleaf Forest",80440,"鹿児島県",130.28,31.74,54,4,142.614151121153,0.243510315196443,0.484059139784946,100,16.6,2416,53.6666666666667,112,334.333333333333,241,2.06246760971041,-0.200585408010114,-0.795395201377102,0.595933099142397,0.499817672198574,0.110710138402247,0.215209002194292,0.855164305896115,1.27321547325666,0.304572345812918,0.476573529752456,7.4837255733992e-16,3.46545631070722,2.82296460321461,0.504115017268072,0.0812824789369767,17.2613231356987,2.56988957679964,22.7017940365529,25.5925925925926,0
"50",51,51,460130,2018,"Broadleaf Forest",80440,"鹿児島県",130.28,31.99,61,4,11.6552636293822,0.308995855879913,0.444220430107527,171,15.7,2418,50.6666666666667,108,333.666666666667,249,1.91942316888256,0.0388691292257231,-0.37036631847572,0.440027278365459,0.362207775071853,0.542729333242238,0.604395857836012,0.213180326375359,1.0864829035682,0.69715766498338,0.562304252932823,3.88578058618805e-16,2.81224677063128,2.51842660161816,0.485723688562242,0.0808505319637687,18.8111144455611,1.86182479658314,24.4705852257535,12.7142857142857,0
