"X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM","SITECLCD","treatment_none","treatment_cutting","treatment_site_preparation","treatment_artificial_regeneration","treatment_natural_regeneration","treatment_other_silviculture","years_since_treatment","treatment_history"
11,"Plot_0011",2006,"Conifer Forest",50413,69,-88.49728,32.755089,29,2,28.4553525110581,0.143190720262361,0.792096774,66,17.2,1407,50.3333333333333,152.666666666667,390,144.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,1,0,0,0,0,4,1
12,"Plot_0012",2006,"Conifer Forest",50413,81,-88.746221,34.150731,12,2,3.94610020884334,0.139975321145669,0.762715054,97,16.5,1398,59.3333333333333,155,373.333333333333,176,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,3,0,0,0,1,0,0,11,1
13,"Plot_0013",2006,"Conifer Forest",50413,57,-88.2836,34.113297,27,2,47.7997111813375,0.855567371066987,0.747876344,146,15.9,1461,52.6666666666667,147,285.666666666667,165.666666666667,2.94447931256944,-1.49362852228894,0.843267550761714,0.867697150158471,1.2187505557099,0.668473112333834,0.791122842984875,0.906142584120896,0.304583039983023,0.633080367224978,0.759073502767063,1.53678061387886,2.65,3.50733333333333,0.499333333333333,0.0986806075832191,15.452928219436,1.18752039893937,16.8727551191919,30.8,0.466666666666667,5,1,0,0,0,0,0,0,0
14,"Plot_0014",2006,"Conifer Forest",50413,63,-90.811472,31.781546,20,2,37.6163399274911,0.703674532772879,0.771344086,108,17.9,1476,55,147,313.666666666667,121.666666666667,1.11742364038433,-2.94988392543248,1.79306371465725,0.0900102209977919,0.42495522469388,0.152791175303038,0.35607714303916,0.333993901447554,0.192072448256585,0.312061111442373,0.24951252177528,0.73419321836832,2.00478927203065,4.28444444444444,0.475172413793103,0.123684355131357,11.3518021758461,1.06090421738503,25.1452315293888,33.4137931034483,0.862068965517241,4,0,1,0,0,0,0,2,1
15,"Plot_0015",2006,"Conifer Forest",50413,7,-89.469625,33.08837,25,2,33.578959326792,0.255234469268813,0.756801075,148,16.7,1452,54.3333333333333,148.333333333333,341.666666666667,134,0.528266790167328,-3.25957095222425,1.97235510818511,0.0656858172985299,0.100566382597293,0.0978735048752716,0.0967832666075155,0.155983687449593,0.123072324316136,0.160885286393955,0.190662104305699,0.33267043901022,1.96314285714286,4.45914285714286,0.472571428571429,0.132023350531944,10.7796931072931,1.03146763236763,26.6924387652512,33.8571428571429,0.942857142857143,5,0,1,0,0,0,0,2,1
16,"Plot_0016",2006,"Conifer Forest",50413,7,-89.84988,32.98699,15,2,40.5043638881195,0.483381941110917,0.769247312,86,16.9,1433,54.6666666666667,149.666666666667,362.666666666667,151.666666666667,2.4188696111664,-2.15549511375996,1.59819636064386,0.645007504360245,0.595218319551343,0.704489380777073,0.807724240237298,0.601596131151817,0.39685882730187,0.563384951571106,0.585198336509656,1.42084006460694,2.34769230769231,4.08692307692308,0.504358974358974,0.116657270051758,12.8319790704883,1.1505470024239,20.5415214803814,29.2564102564103,0.641025641025641,5,1,0,0,0,0,0,0,0
17,"Plot_0017",2006,"Conifer Forest",50413,123,-89.65045,32.486827,31,3,43.1085639764093,0.970184269539146,0.773844086,116,17.4,1431,55.3333333333333,147.666666666667,333,156.333333333333,1.6793813375949,0.12996934607864,-0.00137442045932623,0.513653496916554,0.748264664426342,0.838727658370601,0.341068670002045,0.355502384996322,0.553015672902532,0.129814576377098,0.423329453466247,2.22044604925031e-16,2.71,2.568,0.538,0.0713358719024528,18.2516173929012,1.72842560602557,7.69951292684372,32.8,0,4,1,0,0,0,0,0,0,0
18,"Plot_0018",2006,"Conifer Forest",50413,129,-89.576087,31.823486,7,1,11.9360731414568,0.672477273137903,0.782043011,146,17.8,1502,53,152.666666666667,340.333333333333,137,0.922611493038775,0.494280888187385,0.281533671570356,0.012091654823836,0.628889922729963,0.186682616268385,0.0245402251927934,0.235400334119628,0.582417611397632,0.0486351465613889,0.152057993342761,7.40148683083438e-17,2.46666666666667,3.35,0.478333333333333,0.0762482587164602,21.0077157153047,1.9733682371545,5.79660338059761,25,0,4,1,0,0,0,0,0,0,0
19,"Plot_0019",2007,"Conifer Forest",50523,203,-94.128159,32.60133,26,2,44.2386152144945,0.575097332465034,0.811639785,74,18.2,1226,54,151,237.333333333333,120.333333333333,1.75423051955249,-2.66385444638754,1.59218705662606,0.393497648626279,0.835724350315563,0.365883811998226,0.490729781084002,0.400619953359403,0.176389770309622,0.455559955071199,0.415989277817852,1.05049309448579,2.13086956521739,4.03304347826087,0.483478260869565,0.118481310791193,11.6802253872598,1.06176631339675,23.3144798727549,32.0869565217391,0.782608695652174,4,1,0,0,0,0,0,0,0
20,"Plot_0020",2007,"Conifer Forest",50523,5,-94.578312,31.378812,31,3,33.308490861353,1.07247319554559,0.837473118,75,18.7,1179,57,153.666666666667,166.333333333333,122,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,1,0,0,0,0,0,0,0
21,"Plot_0021",2007,"Conifer Forest",50523,351,-93.762952,30.422653,10,1,42.7883284662513,0.581149211882943,0.786962366,21,19.2,1443,50,149,214.666666666667,216,2.94505168799163,-2.05666055993369,0.947923346197827,0.686877572500241,1.16860954774797,0.414959970839214,1.09608924014447,0.93030456912542,0.461110182946841,0.643298261759261,0.340894752017463,1.50820411486045,2.35778012684989,3.37255813953488,0.477575757575758,0.127347631351803,14.3354617776562,1.19888881266186,18.8630309204688,30.2575757575758,0.575757575757576,4,1,0,0,0,0,0,0,0
22,"Plot_0022",2007,"Conifer Forest",50523,373,-94.992605,30.806167,33,3,32.2533015061608,0.673462096502491,0.835107527,109,18.7,1216,51,149.333333333333,112,155.666666666667,1.80885005541471,-2.91789056421731,1.7768533909154,0.292766107816307,0.56088009929889,0.209084530220591,0.810631070941471,0.330467656721949,0.189167950587254,0.395920421831865,0.484102999213688,0.952087115012414,2.0452380952381,4.10380952380952,0.476666666666667,0.137884350357023,11.2617193201217,1.03162686553531,24.08820754541,30.7142857142857,0.80952380952381,4,0,1,0,0,0,0,3,1
23,"Plot_0023",2007,"Conifer Forest",50523,403,-94.02235,31.334586,25,2,84.1003329486889,0.479159563772746,0.790860215,97,18.1,1293,53,147.666666666667,161.333333333333,94.3333333333333,0.445164878224497,-3.31134755020125,1.89307825970026,0.0989541547828212,0.201203290059143,0.0792448656812737,0.122038171831081,0.142567151801832,0.0472223497669929,0.111263826718205,0.0786150169663255,0.280025622062475,2.0377380952381,4.40761904761905,0.473095238095238,0.130611630737501,10.7245163447341,1.00308803586533,27.1843348462866,34.547619047619,0.952380952380952,4,1,0,0,0,0,0,0,0
24,"Plot_0024",2007,"Conifer Forest",50413,107,-88.159727,33.186815,3,1,70.6635553216193,0.811310918773195,0.772419355,69,16.8,1416,50.3333333333333,150.333333333333,368.333333333333,152.666666666667,1.86878453360553,0.10448647630659,-0.180186936173342,0.819834293989306,0.368243477293304,0.66647245386896,0.185768795783901,0.416276699846431,0.114486275589946,0.0893529989442348,1.19894147437904,8.2974562893038e-16,2.49473684210526,2.50368421052632,0.473157894736842,0.0575583910222057,18.6252262846648,1.34190323862244,7.36828033770249,31.6842105263158,0,3,0,0,1,0,0,0,4,1
25,"Plot_0025",2007,"Conifer Forest",50413,21,-87.001973,32.698771,13,2,30.8152055811761,0.526166161613057,0.803897849,110,17.5,1413,51,145,227.666666666667,173.333333333333,2.23602716229109,-3.63715908017403,2.64344587992383,0.553869339185085,0.374289300972798,0.518557913497224,1.70716143285137,0.377556670731572,0.208953885727767,0.28138473264306,0.50985914927553,0.568336025842774,1.55897435897436,4.41717948717949,0.493846153846154,0.193380485748655,10.7098718919017,0.952709042550251,27.0543014890811,31.0512820512821,0.897435897435897,5,1,0,0,0,0,0,0,0
26,"Plot_0026",2007,"Conifer Forest",50413,21,-86.743883,32.663189,26,2,50.775502291286,0.525655781609956,0.826075269,137,17.3,1415,52.3333333333333,151.666666666667,217.666666666667,128.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,1,0,0,0,0,5,1
27,"Plot_0027",2007,"Conifer Forest",50413,25,-87.902226,31.734372,33,3,37.8856481931571,0.696099157353806,0.848870968,64,18,1515,51,148.666666666667,268.666666666667,152.333333333333,0.41611308729056,-3.33749649928072,1.8696191549428,0.121187401306414,0.233590299153925,0.0206456038983534,0.115508669830092,0.108561086163218,0.0450998595525613,0.102325741423907,0.098095652665282,0.237103294712739,2.048,4.3936,0.4708,0.130801730625883,10.6279156921207,1.00221874435063,27.2694849796425,34.44,0.96,5,0,0,0,0,1,0,1,1
28,"Plot_0028",2007,"Conifer Forest",50413,5,-85.315017,31.769778,9,1,4.7727724080808,0.333344365753537,0.846021505,158,18.1,1350,51,151.666666666667,228.666666666667,130.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,3,1,0,0,0,0,0,0,0
29,"Plot_0029",2007,"Conifer Forest",50413,5,-85.404414,31.864166,15,2,1.09337293399272,0.184771621214575,0.833467742,176,17.8,1345,52.6666666666667,150.666666666667,233.666666666667,127.333333333333,1.34130510176568,-3.53023444882605,2.15305548139986,0.311964694454969,0.292211479248266,0.179215311617649,0.909367005813789,0.410517897822394,0.534888362758096,0.267396251617993,0.202743991123681,1.1842378929335e-15,1.71,4.38333333333333,0.46,0.175029079852736,11.6462977985811,1.18440768227501,24.8199957921642,31.6666666666667,1,6,1,0,0,0,0,0,0,0
30,"Plot_0030",2007,"Conifer Forest",50529,53,-87.489256,31.198945,8,1,16.4726632144812,0.163660211085485,0.834193548,99,18.3,1607,49,146.333333333333,159.333333333333,228,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,1,0,0,0,0,0,0,0
31,"Plot_0031",2007,"Conifer Forest",50529,61,-85.547994,31.020761,45,3,119.112244047231,0.715900052458464,0.862284946,60,19,1405,53,145,181.666666666667,249,2.90157927537324,-2.07018687677681,1.4849238568,0.472030946857711,0.733367482917244,0.497050789950259,1.741955118085,0.676940923343942,0.324383727775249,0.601218463343932,0.372316075970765,1.54180575857347,2.09105854049719,3.30999198075381,0.51551724137931,0.148571444332769,13.38887076116,1.06432126381867,17.8211462232408,27.8965517241379,0.517241379310345,3,1,0,0,0,0,0,0,0
32,"Plot_0032",2023,"Conifer Forest",50523,27,-93.023385,33.355017,31,3,92.2498585519398,0.304156240241577,0.800833333,71,17,1296,49.3333333333333,149,160.666666666667,144.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,1,0,0,0,0,0,0,0
33,"Plot_0033",2023,"Conifer Forest",50523,53,-92.252625,34.06253,17,2,44.9358324094604,0.472617537129603,0.806263441,77,16.7,1314,49.6666666666667,147.333333333333,130.333333333333,112.666666666667,0.220557998119335,-3.4130505527814,1.92083851157781,0.0708184679734403,0.12158466455941,0.00571693456247226,0.06349358138979,0.0565308125617414,0.0154213161313453,0.0510049491645075,0.0388049699456951,0.131311636810724,2.02326086956522,4.44565217391304,0.469782608695652,0.132149136835271,10.482009828704,0.991800047778309,27.7223700401319,34.7826086956522,0.978260869565217,5,1,0,0,0,0,0,0,0
34,"Plot_0034",2023,"Conifer Forest",50523,25,-92.408172,34.020639,19,2,43.2169911311733,0.212115875258292,0.802150538,72,16.6,1328,51.6666666666667,148.333333333333,115,118.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,1,0,0,0,0,0,1
35,"Plot_0035",2023,"Conifer Forest",50523,139,-92.395374,33.016299,11,2,28.9888789113903,0.138347823810822,0.778172043,62,17.1,1341,50,149.333333333333,165.666666666667,131.333333333333,0.113588639711536,-3.4439381582564,1.99502210572858,0.00480442309915228,1.1686558153949e-17,0.0453778381649607,0.00435621004077701,0.0285393042799519,0.017679960000538,0.0316313907691478,0.047386493770251,0.0801752722447747,1.99223684210526,4.5,0.471710526315789,0.133834552335257,10.4058417555516,0.992518218623482,27.8894252401986,34.7368421052632,0.986842105263158,5,1,0,0,0,0,0,0,0
36,"Plot_0036",2023,"Conifer Forest",50523,43,-91.633463,33.701169,9,1,26.4899607947398,0.214793594638999,0.788709677,51,16.9,1339,50.3333333333333,149.666666666667,302.666666666667,138.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,1,0,0,0,0,0,0,0
37,"Plot_0037",2023,"Conifer Forest",50523,43,-91.790677,33.704648,7,1,7.77896517747992,0.304438069376858,0.783655914,92,16.6,1359,50,148,172.333333333333,119.666666666667,0.228029641449767,-3.38925848318079,1.95279467146661,0.0217506690322256,0.0902720721073625,0.00671615566219979,0.0863804782471971,0.0510350482801801,0.0287879910134883,0.0629477843936095,0.0683811094322475,0.154262635585896,1.97974358974359,4.45948717948718,0.46974358974359,0.131571702219077,10.4677378867024,0.996399946207639,27.6186872115192,34.6153846153846,0.974358974358974,5,1,0,0,0,0,0,0,0
38,"Plot_0038",2023,"Conifer Forest",50523,81,-94.247175,33.800853,9,1,16.6702529021862,0.192630038404737,0.796827957,90,16.9,1280,51.6666666666667,147.666666666667,203.333333333333,118.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,1,0,0,0,0,0,0,0
39,"Plot_0039",2023,"Conifer Forest",50523,73,-93.690396,33.062317,22,2,54.0507262201246,0.441813824865732,0.811075269,71,17.4,1240,51,151.333333333333,394,121.333333333333,0.823646598659474,-3.18674837450882,1.85351069794497,0.0372900663579534,0.441924767998921,0.293621793982621,0.150701081404293,0.210430568911778,0.109131807003929,0.179378851225455,0.0638268120204181,0.518782035935187,2.0087037037037,4.28703703703704,0.482037037037037,0.129689191656351,10.9414264235656,1.02646173264668,26.5118323106549,35.2777777777778,0.907407407407407,5,1,0,0,0,0,0,0,0
40,"Plot_0040",2023,"Conifer Forest",50523,99,-93.325336,33.800498,35,3,38.4792831830293,0.0604510200792548,0.795241935,91,16.6,1360,53.6666666666667,154.666666666667,214.666666666667,142,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,0,1,0,0,0,0,3,1
41,"Plot_0041",2023,"Conifer Forest",50523,99,-93.223258,33.750822,8,1,18.0081428614914,0.276225929224982,0.797392473,82,16.7,1342,53.6666666666667,149.666666666667,217.333333333333,147.333333333333,0.541887682835163,-3.26082918880487,1.87217406165567,0.067298293103659,0.24798421912381,0.0154508827592058,0.189682348666578,0.129200308213382,0.0580450452557482,0.142492746752888,0.139835089254817,0.354889614899585,2.00489795918367,4.38448979591837,0.469387755102041,0.128814516581742,10.6926712449817,1.00717578340027,26.893572304726,34.1836734693878,0.938775510204082,5,1,0,0,0,0,0,0,0
42,"Plot_0042",2023,"Conifer Forest",50523,19,-92.965508,34.05829,32,3,134.665371283901,0.384458479432203,0.805456989,58,16.6,1344,51.6666666666667,149,202.666666666667,139.666666666667,0.11581811250822,-3.44235705572225,1.96884247854229,0.019857360778795,0.0428719878570776,0.0302377380441251,0.0146881539094072,0.0496305889538674,0.0200261273257384,0.026682904004478,0.0228050443468714,0.0771696951426456,1.99924050632911,4.48101265822785,0.471139240506329,0.133365517674536,10.4621673535472,0.993308317003887,27.931245911223,34.873417721519,0.987341772151899,5,1,0,0,0,0,0,0,0
43,"Plot_0043",2023,"Conifer Forest",50523,13,-92.346368,33.719083,13,2,36.3384693967101,0.252141046462788,0.784892473,56,16.6,1336,49.6666666666667,147.333333333333,133.666666666667,145,0.225823910920145,-3.39989952560027,1.96424913435658,0.037518789645923,0.0836912036410722,0.103807246480532,0.0606483346635953,0.0640703438396292,0.0113861880762883,0.061601616743878,0.0207239666427128,0.140255126334266,2.00764857881137,4.4625322997416,0.473953488372093,0.132217512726662,10.5026137968471,0.990429338103757,27.631462455611,34.8837209302326,0.976744186046512,4,1,0,0,0,0,0,0,0
44,"Plot_0044",2023,"Conifer Forest",50523,13,-92.364584,33.655827,8,1,10.7724771445295,0.229706691946147,0.784086022,69,16.6,1339,50,146.333333333333,135,139,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,1,0,0,0,0,0,0,0
45,"Plot_0045",2023,"Conifer Forest",50523,13,-92.400099,33.495367,33,3,55.2871246602518,0.686260366854131,0.788333333,63,16.7,1339,53.3333333333333,149.333333333333,197.333333333333,134.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,6,1,0,0,0,0,0,0,0
46,"Plot_0046",2023,"Conifer Forest",50523,13,-92.708246,33.548231,15,2,8.56593635585104,0.511391798425063,0.800215054,32,16.8,1306,50,149.666666666667,160,164.333333333333,1.58586990907424,-2.74297315953091,1.71705716295252,0.0753713150685777,0.790523808594343,0.418169060441183,0.37668185434865,0.404861374691157,0.0251574562147611,0.396755792844848,0.157689770873975,1.0672087596381,2.03222222222222,4.05555555555556,0.49,0.121951845616026,11.703003544391,0.997334418137158,23.9132411484497,33.8888888888889,0.777777777777778,5,1,0,0,0,0,0,0,0
47,"Plot_0047",2023,"Conifer Forest",50523,139,-92.486659,33.256198,33,3,59.0906186061314,0.769940119595413,0.80077957,44,16.9,1320,49.3333333333333,149,216,141,0.661796416836686,-3.20488606271368,1.86329999355081,0.12566735226382,0.256562731252504,0.0205019488635576,0.213048623103671,0.172542902011037,0.0571896681954992,0.182319080432843,0.194346311017967,0.438430648507283,2.02820512820513,4.37846153846154,0.47025641025641,0.128115496620675,10.8227395125749,0.998914290837368,26.5132502327752,33.8461538461538,0.923076923076923,5,1,0,0,0,0,0,0,0
48,"Plot_0048",2023,"Conifer Forest",50523,69,-91.957663,34.0786,28,2,64.2205657736412,0.765708135291845,0.818494624,72,16.9,1283,51,147,198,148.333333333333,1.14414982975369,-2.9889063675823,1.7207535117771,0.199802504309066,0.477194050459342,0.052569824741177,0.360685328289088,0.399327061753821,0.161785835160082,0.23945187257868,0.305737938614512,0.713505285015186,2.063,4.28666666666667,0.469333333333333,0.123608352300263,11.5452857532,1.04884567614881,26.3110276341198,33.0666666666667,0.866666666666667,3,1,0,0,0,0,0,0,0
49,"Plot_0049",2023,"Conifer Forest",50523,11,-92.241916,33.68037,8,1,15.0546323771351,0.413545070398118,0.778091398,69,16.6,1347,50.6666666666667,147.666666666667,146.333333333333,147.666666666667,0.358455182673939,-3.33260060752001,1.93832365903453,0.0183755931388037,0.143485976032549,0.0505031831063771,0.118902148346894,0.0953025229066769,0.0268325822688594,0.0991792117340234,0.0743425227750938,0.251566703025343,1.9868085106383,4.43446808510638,0.471702127659574,0.130707753352156,10.5921729555382,0.995892469792246,27.2944546787324,34.5744680851064,0.957446808510638,5,1,0,0,0,0,0,0,0
50,"Plot_0050",2023,"Conifer Forest",50523,57,-93.680047,33.623389,7,1,4.92710858177132,0.130838378357109,0.785887097,85,17,1295,58,149.666666666667,323,132.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,1,0,0,0,0,0,0,0
51,"Plot_0051",2023,"Conifer Forest",50523,27,-93.330623,33.31565,42,3,72.7966751168141,0.601332892261428,0.800107527,103,17.1,1307,49.6666666666667,150.666666666667,198.333333333333,121.333333333333,1.66919798652766,-2.56776691126863,1.68706832476197,0.171028944916554,0.56292244831773,0.251325614517059,0.622961719823172,0.419366673373829,0.31228465809001,0.456509128395365,0.442677708429813,1.09607662126821,2.00846153846154,4.18,0.478461538461538,0.114036557965631,11.7680194490161,1.12203990950424,23.2200162196204,31.8461538461538,0.769230769230769,4,1,0,0,0,0,0,0,0
