"X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM","other_arbor","thinning_growth","pruning_artificial","thinning_removal","weeding_clearing","enrichment_planting","thinning_sanitation","thinning_release"
18,"Plot_018",2014,"Conifer Forest",80101,"Xiangxi",110.056337842144,28.9130901699079,13,2,5.80090299178999,0.373687409120432,0.507634408602151,726,14.4,1493,56,116.666666666667,303,288.333333333333,1.14654186131005,-1.49647309074807,-1.12642483521348,0.583451825647288,0.245541905254958,0.145164402410296,0.388091921010574,0.162028239001542,0.190955174378777,0.193680230606456,0.299364174393561,0.555710846982981,2.86407972285533,2.85010833073133,0.404,0.0711499695566315,21.1007779379276,2.42804674092039,21.1089804416699,31.875,0.9,0,0,0,0,0,0,0,0
19,"Plot_019",2014,"Conifer Forest",80101,"Xiangxi",110.221272147614,28.913513340066,19,2,13.1344099776669,0.403971070956809,0.517768817,865,13.9,1512,55.6666666666667,119.333333333333,327.333333333333,297.666666666667,0.485360145907191,-1.37376530258764,-1.30494297967564,0.170224626917153,0.0769381711293777,0.130092022043814,0.0526211608879637,0.0638052677615169,0.106942258029402,0.123220954728061,0.0194024849728476,0.37642669219074,3.12630846655762,2.77558398136698,0.413695652173913,0.0602745331827468,21.5909086198462,2.4057385457301,20.95457020818,29.8913043478261,0.934782608695652,0,0,0,0,0,0,0,0
20,"Plot_020",2014,"Conifer Forest",80101,"Changde",111.165363096863,29.7461588799171,28,2,32.8938142308764,0.294027955979181,0.593306452,459,16.4,1303,58.3333333333333,126,253.666666666667,220,0.810884723638617,-1.31843408448996,-1.13431143203169,0.199936488191568,0.254941395178484,0.320640332278978,0.104399696668565,0.155094962320757,0.168577779314793,0.11901738600366,0.061431758262327,0.578552396128847,3.10737671154349,2.92272663375648,0.423321695580648,0.0617681722729568,21.7604547163676,2.38108002590807,21.5882210168369,29.8255813953488,0.895348837209302,0,0,0,0,0,0,0,0
21,"Plot_021",2014,"Conifer Forest",40118,"Yueyang",113.828794281567,28.8865227912666,23,2,23.4121186890076,0.280708715186722,0.55005376344086,311,16.1,1536,60.6666666666667,130.666666666667,285,205.666666666667,0.977497290308227,-1.78472821021245,-1.07583210303639,0.492879191932284,0.335213662979272,2.22044604925031e-16,0.551455105428618,0.227507788898004,0.19072538550278,0.118124475063048,0.440466529120513,1.07063367646023e-15,2.92635672697854,2.98179899884151,0.41,0.0757670346656268,20.6589836806783,2.5236511918314,23.2814207440766,33.0232558139535,1,0,0,0,0,0,0,0,0
22,"Plot_022",2014,"Conifer Forest",40118,"Yueyang",113.910626830905,28.8846435371403,7,1,4.49187438896468,0.254040899008815,0.636881720430107,419,15.1,1602,56.6666666666667,122,286.666666666667,224.333333333333,0.707389422728748,-1.4994378839877,-1.132995876622,0.233710821492703,0.216916081096453,0.263056794308599,0.237521937932769,0.145375517490761,0.154723845156613,0.0786043937739906,0.151833055482787,0.335673465263388,3.08859003861674,2.90544090487598,0.420384615384615,0.0655027922045295,20.9771931353631,2.41333769676507,21.7309155579711,30.5769230769231,0.942307692307692,0,0,0,0,0,0,0,0
23,"Plot_023",2014,"Conifer Forest",80101,"Xiangxi",109.691298416646,28.8780127381356,11,2,10.2142539206727,0.257672284962909,0.605510752688172,569,15.9,1417,58,124.666666666667,324.666666666667,293.666666666667,1.2198613399855,-1.87081067286572,-0.916516304934367,0.595574894373311,0.444212091939674,0.0720680109318325,0.686117060522875,0.328277446705741,0.227626365201797,0.127618955028181,0.470429416904167,1.36002320516582e-15,2.84512321735437,3.05720857641237,0.412767352290997,0.0812173825819915,20.255899676284,2.49218105118876,23.3036960656869,33.4375,1,0,0,0,0,0,0,0,0
24,"Plot_024",2014,"Conifer Forest",80101,"Huaihua",110.672232552782,28.8791866128281,25,2,24.3489931681688,0.275030753919985,0.58258064516129,235,16.5,1430,57,122,301.333333333333,293.666666666667,2.48986391008641,-1.27307617844046,0.134781845045578,0.523722850545134,0.474672866606669,1.08730903335811,0.603925008087974,0.301367998998767,0.750960609186865,0.429327328096267,0.678276180216981,1.46584840936785,2.47132671486524,3.41081690914404,0.476063480543343,0.0943245185364786,18.8686895005476,2.24066191990862,19.2710959640988,32.8571428571429,0.612244897959184,1,0,0,0,0,0,0,0
25,"Plot_025",2014,"Conifer Forest",80101,"Xiangxi",109.483659971071,28.8352432763815,12,2,16.4053498398655,0.309031660137573,0.60260752688172,600,16.2,1382,56.6666666666667,123,307.666666666667,318.666666666667,0.142939818577036,-1.51858960507916,-1.34633352120943,0.0771640453005936,0.0355346332387163,0.019352920274852,0.0553236916773652,0.0290483200395011,0.0191417910269984,0.0146142949001241,0.0441340050551416,0.0501963424444895,3.1736282493207,2.81414634273786,0.410725862895999,0.0602382080450093,21.332230407127,2.44976811142008,22.0292934066033,30.2459016393443,0.991803278688525,1,0,0,0,0,0,0,0
26,"Plot_026",2014,"Conifer Forest",80101,"Huaihua",110.384763722944,28.8429045479681,13,2,20.5218499096031,0.365944357652439,0.521209677419355,797,14.1,1513,57.6666666666667,120,349.333333333333,324.333333333333,1.40451197921527,-1.62849219447477,-1.44357456883498,0.0637861902357186,0.0606468077402217,0.0691113867107761,0.189755106659618,0.692665160925298,1.05207136801291,0.133357602071082,0.377318448509006,0.0881895437346092,3.16905406268663,2.81257368008628,0.412608695652174,0.0654712596822683,18.8371893227603,2.90861610460403,20.6423776012806,32.7536231884058,0.985507246376812,0,0,0,0,0,0,0,0
27,"Plot_027",2014,"Conifer Forest",80415,"Yueyang",113.171747316473,28.826508226712,4,1,15.9320360031321,0.257435175914058,0.624139784946237,76,17.2,1377,58,133.666666666667,268.333333333333,160.666666666667,2.88852776968237,-3.20358105452972,0.946624798538244,0.750057395827999,0.510123963875392,0.855844549357756,2.02581779438495,1.10417337202765,1.19702125000269,0.179760350202635,2.85485920617897e-16,1.96668078647885e-15,2.40586982852143,3.31870390412933,0.484285714285714,0.173904271690543,14.6127955063775,1.51168136382143,25.5395573793576,30,1,0,0,0,0,0,0,0,0
28,"Plot_028",2014,"Conifer Forest",80415,"Yueyang",113.253850176374,28.8249357645728,8,1,3.56699452737166,0.172830664052124,0.626209677419355,72,17.2,1391,59,131.666666666667,282.666666666667,187.666666666667,2.92245629264526,-3.07610386210749,0.751035893901793,0.753719785456066,0.512614803542752,0.873674644136043,1.960937235504,1.08299805943206,1.2589954737528,0.180638086287608,0.160373664853693,1.97064586870965e-15,2.41843397708075,3.31057128197699,0.475,0.164745365486374,15.2294091341741,1.65293494025,25.4850477188128,30.9375,1,0,0,0,0,0,0,0,0
29,"Plot_029",2014,"Conifer Forest",80415,"Yueyang",113.335684224443,28.8234712950266,8,1,2.46052406562706,0.200359897317775,0.594516129032258,94,17,1413,59.3333333333333,129.333333333333,305,177,0.332235282312278,-1.46494567669434,-1.28510961127952,0.114680711182222,0.173406086796081,0.0819838860370024,0.00245530831101858,0.0632503361403385,0.0762633015302658,0.066407631095596,0.0314201465835807,0.212644456753692,3.1553333600204,2.87685122615146,0.413162688332568,0.0590363291162879,21.5838798579964,2.41752586422308,22.6237285622824,30.1785714285714,0.964285714285714,0,0,0,0,0,0,0,0
30,"Plot_030",2014,"Conifer Forest",40118,"Yueyang",114.072312346797,28.8086575529688,14,2,8.43521584802478,0.320964141744824,0.687311827956989,403,17,1519,62.3333333333333,131.333333333333,296.666666666667,161.333333333333,0.24808696255849,-1.49588369941979,-1.31873886354058,0.131543373565054,0.0471482123546519,0.0485619571870413,0.0701250558117642,0.0443131606794948,0.0242779758287539,0.0367424936416791,0.0558337944305451,0.125956837423805,3.14690950350577,2.81972936960186,0.411844901527331,0.0604507731563321,21.2888017523333,2.45053792751562,21.8687337477533,30.3125,0.979166666666667,0,0,0,0,0,0,0,0
31,"Plot_031",2014,"Conifer Forest",80101,"Xiangxi",109.526282046624,28.7992715158015,30,2,71.1337118421011,0.475701541506801,0.55561828,831,13.9,1459,57,122,312,307,2.27843259433787,-1.73292500644723,0.248827848625066,0.362252855795961,0.323932560230586,0.654245952113485,0.655726510088993,0.860914579735773,0.574229853794241,0.498080278377135,0.885315427906742,1.23872445315136,2.00102713178295,3.5899354005168,0.4465061414791,0.123696058010325,20.2785248772324,2.55200397562812,21.9419907962752,37.7222222222222,0.722222222222222,1,0,0,0,0,0,0,0
32,"Plot_032",2014,"Conifer Forest",80101,"Huaihua",110.426875705296,28.8060088423001,33,3,45.7437873587944,0.483782364665985,0.56247311827957,349,16.3,1447,58,125.333333333333,296,280.666666666667,0.599914526522251,-1.66380842083688,-1.21454291045549,0.302492283091127,0.20572900600736,4.93432455388958e-17,0.338441785723181,0.139627218213396,0.117052937613357,0.0724959437031201,0.270325321498242,7.89491928622333e-16,3.05362148757934,2.8994220509418,0.41,0.0682318869712124,20.9963409994444,2.48787580291667,22.7292815468273,31.6666666666667,1,0,0,0,0,0,0,0,0
33,"Plot_033",2014,"Conifer Forest",80101,"Zhangjiajie",110.21650099106,29.707634085365,12,2,5.95940644683255,0.364086182493363,0.555591397849462,534,15.7,1407,58,126,285.666666666667,297,2.38887831393612,-2.18460287221156,0.228274487277865,0.926522259222658,1.00963694429813,0.571336592471199,1.23389252015092,0.954461192855369,0.843617376550781,0.0981595139536728,0.211867470724247,0.198958204475389,2.50048520179047,3.50592965182757,0.445422109324759,0.105708400374509,17.4335680985873,1.97463004720936,20.6902343270935,31.8333333333333,0.966666666666667,0,0,0,0,0,0,0,0
34,"Plot_034",2014,"Conifer Forest",40118,"Yueyang",113.743402168253,28.7432351912977,21,2,12.0733720724859,0.461287147873666,0.632956989247312,307,16.2,1532,57,124.333333333333,282.666666666667,226.333333333333,2.06669001880197,-1.70851414703835,-0.312030535536387,0.631579472910137,0.523413544693132,0.719823483026262,0.711814930069475,0.352251485174084,0.49094688473068,0.262481189015296,0.693686052274414,0.918530325591704,2.57157597896193,3.30174648668325,0.442727272727273,0.0946972669770582,19.3660433253111,2.4194550315096,22.1523949544279,34.5454545454545,0.818181818181818,0,0,0,0,0,0,0,0
35,"Plot_035",2014,"Conifer Forest",40118,"Yueyang",113.98829686496,28.7387879760662,30,2,35.5096320315957,0.481209969044547,0.688252688172043,144,17.1,1510,59,131,292,161.666666666667,2.8556075413632,-2.51792004290324,0.668677386662367,0.424032143410067,0.382160694209044,0.804652740479921,1.22227731523617,0.87469907174392,1.23664827612079,0.333075270495762,0.911805218854867,0.874209674016455,2.04484368665969,3.50144747011736,0.465783184063995,0.158563792100746,17.1984564010204,2.22275855237018,24.7141462996726,35.2439024390244,0.829268292682927,0,0,0,0,0,0,0,0
36,"Plot_036",2014,"Conifer Forest",40118,"Yueyang",114.070370250344,28.7364695379147,40,3,35.2567187961126,0.335064367078085,0.619462366,285,16.4,1566,52.6666666666667,120.333333333333,234.666666666667,242.666666666667,1.49627778383879,-1.17215203269445,-0.80040071522409,0.26413310486784,0.348405560806107,0.78618552541406,0.198390040113593,0.233754352212945,0.446059083082116,0.234607072837875,0.146856217555932,1.02320444423679,3.0564216666356,2.9902687468816,0.44700447801058,0.0648903796215247,20.6303977918631,2.25665611902375,19.5819483078064,28.991935483871,0.790322580645161,0,0,0,0,0,0,0,0
37,"Plot_037",2014,"Conifer Forest",80101,"Xiangxi",109.361901184058,28.7248067421436,8,1,7.4492624435506,0.329279720796642,0.587956989247312,576,15.5,1378,59.3333333333333,129,290.333333333333,275,1.04035506174654,-1.68262430766804,-1.08086757848848,0.416801157083726,0.312565923176754,0.142187354671854,0.456651613224176,0.288510397280729,0.296710624601382,0.103607382941471,0.389570065588892,0.181438089005769,2.97443819335679,2.96348160633323,0.415454545454545,0.0730666999556245,20.4446019616049,2.5306783788463,22.4685735947333,32.4242424242424,0.96969696969697,1,0,0,0,0,0,0,0
38,"Plot_038",2014,"Conifer Forest",80101,"Xiangxi",109.853929523005,28.7307025168645,14,2,21.2632984508041,0.25059425808538,0.636935483870968,436,15.7,1429,61,124.666666666667,290,282.666666666667,1.4041718550757,-2.69745259134997,0.243737907084629,0.490564664394721,0.377687459731478,0.287690850090783,0.57109713759328,0.363171075018428,0.607978912469763,0.191894829898522,0.517205069153161,1.70696790036118e-15,2.00788600055952,3.67904051619612,0.422453085309485,0.133031125897322,17.3794085956218,2.53746684684943,25.7805073108008,40.78125,1,1,0,0,0,0,0,0,0
39,"Plot_039",2014,"Conifer Forest",80415,"Changde",111.737058913795,28.7334154170226,7,1,13.5891274691694,0.248666362117458,0.611182796,54,17.3,1356,58,126.666666666667,284.333333333333,226.333333333333,0.065623643677953,-1.50560245204013,-1.36580983876314,0.0226519172647134,0.0342514472644067,0.0161935881318267,0.000484976419723966,0.0124933074310963,0.0150636491419429,0.0131169413741501,0.00620615754401394,0.0420018727781595,3.19949605319199,2.81329679811642,0.41060654296789,0.0589862928226243,21.4440003178007,2.43886068290237,22.1607891374932,30.0342465753425,0.993150684931507,0,0,0,0,0,0,0,0
40,"Plot_040",2014,"Conifer Forest",80415,"Yueyang",112.883368321324,28.7227311862879,11,2,46.7403061309576,0.179055563808772,0.610645161290323,47,17.4,1354,60,135.666666666667,311.666666666667,161.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,0,0,1,0,0,0,0,0
41,"Plot_041",2014,"Conifer Forest",80101,"Xiangxi",109.403520082507,28.6898081436316,13,2,17.7665570586414,0.283851138672793,0.50508064516129,746,15.5,1383,63,127.333333333333,282.666666666667,312.666666666667,0.104648530772209,-1.50723625430612,-1.35755759076987,0.0558190565177048,0.020006851419479,0.0203452326515396,0.029324115492027,0.0188038268550532,0.0101462101557852,0.0153144965119724,0.0233917989164325,0.052770137570223,3.18387912963676,2.80711813460932,0.410763407528551,0.059585324639324,21.3603229858793,2.44666031822198,21.9755437844624,30.1293103448276,0.991379310344828,1,0,0,0,0,0,0,0
42,"Plot_042",2014,"Conifer Forest",80101,"Xiangxi",109.567639438417,28.6917351375393,13,2,13.8522542838786,0.302551849017392,0.66922043,345,16.7,1358,63,127,315.333333333333,279,0.932157533724167,-1.23925632917667,-1.11809752926005,0.337780892015361,0.0976606741371525,0.36030712395145,0.0490414741824214,0.114918564575174,0.115067620794803,0.192997239660353,0.0350341616661722,0.713505285015186,3.03090455073438,2.84749097856576,0.425465158842444,0.0590058604201211,21.0609390991384,2.39960815963711,20.1987651832445,29.8,0.866666666666667,1,0,0,0,0,0,0,0
43,"Plot_043",2014,"Conifer Forest",80101,"Huaihua",110.550051024678,28.6988385771748,29,2,35.6382735532926,0.494973296212482,0.590564516,383,16.4,1448,60,122.666666666667,249.333333333333,284,0.952423441972177,-1.31400498593305,-1.1165686518352,0.23891281546271,0.159783072983387,0.383203054124397,0.132766423596436,0.150212696234975,0.239802466118739,0.151890750122069,0.057455051026359,0.702182163189257,3.08924239186864,2.85949947522605,0.42479230249121,0.0622288206291252,21.0053441735575,2.35713158198271,20.7515760836838,29.8130841121495,0.869158878504673,0,0,0,0,0,0,0,0
44,"Plot_044",2014,"Conifer Forest",80101,"Changde",111.455001977772,29.7088724696417,26,2,38.0134525302403,0.328823307889983,0.65,122,17.1,1257,62.3333333333333,128.333333333333,260,193.666666666667,0.224119514746758,-1.48260277521544,-1.31507769028962,0.0704595089251946,0.0696107201343647,0.0848845966710451,0.0350675332119843,0.025536064767674,0.0564822297938391,0.0251849339251852,0.0218518527230851,0.145199524541932,3.17659708518723,2.82960067184554,0.413235605702553,0.0597735428902602,21.3718260064787,2.42704732010204,21.9734607436492,30.0602409638554,0.975903614457831,0,0,0,0,0,0,0,0
45,"Plot_045",2014,"Conifer Forest",80101,"Huaihua",110.795696048664,28.6985301461032,28,2,9.72881950164494,0.252632850869586,0.583521505376344,282,16.5,1437,59,122.666666666667,261.333333333333,267.333333333333,0.534097062838038,-1.43239593531581,-1.22050115398208,0.184359200444675,0.278765340608746,0.131796215102929,0.00394712129353032,0.101680407092709,0.122599878815283,0.10675603286725,0.0505106137055538,0.341844427209831,3.11997678712231,2.92773278718051,0.415209133724229,0.0590763880831989,21.6958671668469,2.40044524667624,22.9943570349701,30.2941176470588,0.941176470588235,0,0,0,0,0,0,0,0
46,"Plot_046",2014,"Conifer Forest",80415,"Yueyang",113.332814538237,28.6793153477984,15,2,18.2367374588576,0.288163273156669,0.577930107526882,149,16.8,1442,57.6666666666667,127.333333333333,296.666666666667,209,0.844765973291782,-1.37866644486397,-1.11385270325858,0.291595648497636,0.440915126977161,0.208458285346088,0.00624304830195445,0.160824977403825,0.193912704560695,0.168852948807958,0.0798911859237779,0.540685505237191,3.06161409158364,3.01172240527584,0.418587178018123,0.0591425129674224,21.8807233526962,2.37225046421326,23.6061492686738,30.4848484848485,0.903030303030303,0,0,0,0,0,0,0,0
